título,preço,condomínio,iptu,área,quartos,banheiros,vagas,url,latitude,longitude,bairro
"Apartamento 150 m² na Muro Alto em Ipojuca, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,150,3,4,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-150m2-venda-RS1150000-id-94567294/,-8.447963,-34.986796,Muro Alto
"Apartamento na Rodovia PE 09 - Km 14, s/n, Muro Alto em Ipojuca, por R$ 1.750.000 - Viva Real",R$ 1.750.000,R$ 958,,160,3,3,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-160m2-venda-RS1750000-id-93056985/,-8.417688,-34.974407,Muro Alto
"Apartamento 67 m² em Vila Ipojuca em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,R$ 250,,67,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-67m2-venda-RS280000-id-89368861/,,,Vila Ipojuca
"Apartamento 50 m² em Vila Ipojuca em Ipojuca, por R$ 110.500 - Viva Real",R$ 110.500,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS110500-id-92239767/,,,Vila Ipojuca
"Apartamento 50 m² em Vila Ipojuca em Ipojuca, por R$ 110.500 - Viva Real",R$ 110.500,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS110500-id-92240220/,,,Vila Ipojuca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214517/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214511/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214516/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214521/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214489/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214522/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214524/,-9.400297,-40.506401,Atras da Banca
"Apartamento 74 m² na Atras da Banca em Petrolina, por R$ 330.000 - Viva Real",R$ 330.000,,,74,3,1,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-74m2-venda-RS330000-id-92492554/,-9.400548,-40.508823,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214509/,-9.400297,-40.506401,Atras da Banca
"Apartamento na Rua Manoel Antônio Galdino, 100, Atras da Banca em Petrolina, por R$ 263.000 - Viva Real",R$ 263.000,,,64,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-atras-da-banca-bairros-petrolina-com-garagem-64m2-venda-RS263000-id-92214507/,-9.400297,-40.506401,Atras da Banca
"Apartamento 50 m² em Vila Ipojuca em Ipojuca, por R$ 110.500 - Viva Real",R$ 110.500,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS110500-id-92240251/,,,Vila Ipojuca
"Apartamento 72 m² em Vila Ipojuca em Ipojuca, por R$ 640.000 - Viva Real",R$ 640.000,R$ 600,,72,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-72m2-venda-RS640000-id-89434399/,,,Vila Ipojuca
"Apartamento 50 m² em Vila Ipojuca em Ipojuca, por R$ 110.500 - Viva Real",R$ 110.500,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS110500-id-92240294/,,,Vila Ipojuca
"Apartamento na Avenida Beira Mar, 65, Vila Ipojuca em Ipojuca, por R$ 690.000 - Viva Real",R$ 690.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-65m2-venda-RS690000-id-94996965/,-8.593308,-35.0464,Vila Ipojuca
"Apartamento 50 m² na Vila Ipojuca em Ipojuca, por R$ 123.000 - Viva Real",R$ 123.000,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS123000-id-93683374/,-8.401198,-35.059877,Vila Ipojuca
"Apartamento 50 m² na Vila Ipojuca em Ipojuca, por R$ 131.500 - Viva Real",R$ 131.500,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS131500-id-93683521/,-8.401198,-35.059877,Vila Ipojuca
"Apartamento 48 m² em Antonio Cassimiro em Petrolina, por R$ 100.000 - Viva Real",R$ 100.000,,,48,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-antonio-cassimiro-bairros-petrolina-com-garagem-48m2-venda-RS100000-id-92492573/,-9.363253,-40.507003,Antonio Cassimiro
"Apartamento 110 m² na Vila Eduardo em Petrolina, por R$ 300.000 - Viva Real",R$ 300.000,R$ 100,,110,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-eduardo-bairros-petrolina-com-garagem-110m2-venda-RS300000-id-92492582/,-9.391967,-40.485702,Vila Eduardo
"Apartamento 51 m² na Park Massangano em Petrolina, por R$ 117.000 - Viva Real",R$ 117.000,,,51,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-park-massangano-bairros-petrolina-com-garagem-51m2-venda-RS117000-id-92492575/,-9.401933,-40.549191,Park Massangano
"Apartamento na Rua dos Navegantes, s/n, Muro Alto em Ipojuca, por R$ 950.000 - Viva Real",R$ 950.000,,,79,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-79m2-venda-RS950000-id-93462365/,-8.417688,-34.974407,Muro Alto
"Apartamento 50 m² na Vila Ipojuca em Ipojuca, por R$ 123.000 - Viva Real",R$ 123.000,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS123000-id-93684366/,-8.401198,-35.059877,Vila Ipojuca
"Apartamento 50 m² na Vila Ipojuca em Ipojuca, por R$ 123.200 - Viva Real",R$ 123.200,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS123200-id-93683728/,-8.401198,-35.059877,Vila Ipojuca
"Apartamento 50 m² na Vila Ipojuca em Ipojuca, por R$ 123.000 - Viva Real",R$ 123.000,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS123000-id-93683852/,-8.401198,-35.059877,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784310/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784174/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784231/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784111/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Caraúna, 23, Centro em Ipojuca, por R$ 571.520 - Viva Real",R$ 571.520,,,68,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-ipojuca-com-garagem-68m2-venda-RS571520-id-94708437/,-8.506158,-35.005497,Centro
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784137/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784149/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784154/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rua Pernambuco, 60, Vila Ipojuca em Ipojuca, por R$ 127.000 - Viva Real",R$ 127.000,R$ 170,,52,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-52m2-venda-RS127000-id-93784159/,-8.392067,-35.047035,Vila Ipojuca
"Apartamento na Rodovia Armínio Guilherme, 60, Vila Ipojuca em Ipojuca, por R$ 125.000 - Viva Real",R$ 125.000,,,50,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-bairros-ipojuca-com-garagem-50m2-venda-RS125000-id-92939069/,-8.399345,-35.05726,Vila Ipojuca
"Apartamento 150 m² na Muro Alto em Ipojuca, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,150,3,4,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-150m2-venda-RS1150000-id-94567279/,-8.447963,-34.986796,Muro Alto
"Apartamento na Rodovia PE 09 - Km 14, S/N, Muro Alto em Ipojuca, por R$ 600.000 - Viva Real",R$ 600.000,,,76,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-76m2-venda-RS600000-id-92944310/,-8.417688,-34.974407,Muro Alto
"Apartamento 53 m² na Ipojuca, por R$ 566.000 - Viva Real",R$ 566.000,,,53,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipojuca-com-garagem-53m2-venda-RS566000-id-93834837/,-8.477696,-34.998721,
"Apartamento 63 m² na Muro Alto em Ipojuca, por R$ 740.000 - Viva Real",R$ 740.000,,,63,2,2,2,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-63m2-venda-RS740000-id-93317384/,-8.454578,-34.995756,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 616.000 - Viva Real",R$ 616.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS616000-id-93396113/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 626.000 - Viva Real",R$ 626.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS626000-id-93396159/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 629.000 - Viva Real",R$ 629.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS629000-id-93396092/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 629.000 - Viva Real",R$ 629.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS629000-id-93396142/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 637.000 - Viva Real",R$ 637.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS637000-id-93395985/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 639.000 - Viva Real",R$ 639.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS639000-id-93396167/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 639.000 - Viva Real",R$ 639.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS639000-id-93396079/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 645.000 - Viva Real",R$ 645.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS645000-id-93396102/,-8.504661,-35.004939,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 649.000 - Viva Real",R$ 649.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS649000-id-93396130/,-8.504661,-35.004939,Muro Alto
"Apartamento 73 m² na Muro Alto em Ipojuca, por R$ 615.000 - Viva Real",R$ 615.000,R$ 800,,73,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-73m2-venda-RS615000-id-94247877/,-8.447357,-34.985489,Muro Alto
"Apartamento 73 m² na Muro Alto em Ipojuca, por R$ 615.000 - Viva Real",R$ 615.000,R$ 800,,73,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-73m2-venda-RS615000-id-94248250/,-8.447357,-34.985489,Muro Alto
"Apartamento na Estrada Acesso para Praia de Muro Alto e Camboa, 102, Muro Alto em Ipojuca, por R$ 800.000 - Viva Real",R$ 800.000,,,63,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-63m2-venda-RS800000-id-92927033/,-8.430878,-34.980413,Muro Alto
"Apartamento 150 m² na Muro Alto em Ipojuca, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,150,3,4,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-150m2-venda-RS1150000-id-94567228/,-8.447963,-34.986796,Muro Alto
"Apartamento 150 m² na Muro Alto em Ipojuca, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,150,3,4,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-150m2-venda-RS1150000-id-94567313/,-8.447963,-34.986796,Muro Alto
"Apartamento na Rua dos Navegantes, 100, Muro Alto em Ipojuca, por R$ 855.000 - Viva Real",R$ 855.000,,,79,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-79m2-venda-RS855000-id-94519024/,-8.505555,-35.00135,Muro Alto
"Apartamento 150 m² na Muro Alto em Ipojuca, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,150,3,4,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-150m2-venda-RS1150000-id-94567268/,-8.447963,-34.986796,Muro Alto
"Apartamento na Rua dos Navegantes, 101, Porto de Galinhas em Ipojuca, por R$ 680.000 - Viva Real",R$ 680.000,,,64,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-64m2-venda-RS680000-id-94644616/,-8.505693,-35.000978,Porto de Galinhas
"Apartamento 63 m² na Muro Alto em Ipojuca, por R$ 740.000 - Viva Real",R$ 740.000,,,63,2,2,2,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-63m2-venda-RS740000-id-93317419/,-8.454578,-34.995756,Muro Alto
"Apartamento 68 m² na Muro Alto em Ipojuca, por R$ 560.000 - Viva Real",R$ 560.000,,,68,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-muro-alto-bairros-ipojuca-com-garagem-68m2-venda-RS560000-id-94478717/,-8.481242,-34.999134,Muro Alto
"Apartamento na Rodovia PE 09, 09, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,R$ 300,,67,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS290000-id-95118428/,-8.433325,-34.980603,Porto de Galinhas
"Apartamento 73 m² na Muro Alto em Ipojuca, por R$ 650.250 - Viva Real",R$ 650.250,,,73,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-73m2-venda-RS650250-id-93633325/,-8.454578,-34.995756,Muro Alto
"Apartamento 100 m² em Muro Alto em Ipojuca, por R$ 1.080.000 - Viva Real",R$ 1.080.000,,,100,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-muro-alto-bairros-ipojuca-com-garagem-100m2-venda-RS1080000-id-92351985/,,,Muro Alto
"Apartamento na PE-009, 100, Muro Alto em Ipojuca, por R$ 620.000 - Viva Real",R$ 620.000,,,60,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-60m2-venda-RS620000-id-93396152/,-8.504661,-35.004939,Muro Alto
"Apartamento 79 m² na Porto de Galinhas em Ipojuca, por R$ 950.000 - Viva Real",R$ 950.000,,,79,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-79m2-venda-RS950000-id-93959208/,-8.505941,-35.00131,Porto de Galinhas
"Apartamento 60 m² em Muro Alto em Ipojuca, por R$ 580.000 - Viva Real",R$ 580.000,,,60,2,1,,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-60m2-venda-RS580000-id-91177923/,-8.447963,-34.986796,Muro Alto
"Apartamento 267 m² na Muro Alto em Ipojuca, por R$ 2.150.000 - Viva Real",R$ 2.150.000,R$ 1.800,,267,5,3,3,https://www.vivareal.com.br/imovel/apartamento-5-quartos-muro-alto-bairros-ipojuca-com-garagem-267m2-venda-RS2150000-id-94798194/,-8.485522,-35.000637,Muro Alto
"Apartamento 79 m² na Porto de Galinhas em Ipojuca, por R$ 950.000 - Viva Real",R$ 950.000,,,79,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-79m2-venda-RS950000-id-93959178/,-8.505941,-35.00131,Porto de Galinhas
"Apartamento 29 m² na Porto de Galinhas em Ipojuca, por R$ 211.000 - Viva Real",R$ 211.000,,,29,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-29m2-venda-RS211000-id-93078864/,-8.506627,-35.005716,Porto de Galinhas
"Apartamento na Estrada Acesso para Praia de Muro Alto e Camboa, 102, Muro Alto em Ipojuca, por R$ 800.000 - Viva Real",R$ 800.000,,,63,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-muro-alto-bairros-ipojuca-com-garagem-63m2-venda-RS800000-id-92927020/,-8.430878,-34.980413,Muro Alto
"Apartamento na Rua Três, 146, Porto de Galinhas em Ipojuca, por R$ 250.000 - Viva Real",R$ 250.000,R$ 1.530,,75,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-75m2-venda-RS250000-id-90605402/,-8.467268,-34.993858,Porto de Galinhas
"Apartamento 67 m² na Porto de Galinhas em Ipojuca, por R$ 320.000 - Viva Real",R$ 320.000,,,67,3,2,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-67m2-venda-RS320000-id-91949129/,-8.485522,-35.000637,Porto de Galinhas
"Apartamento 79 m² na Porto de Galinhas em Ipojuca, por R$ 950.000 - Viva Real",R$ 950.000,,,79,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-79m2-venda-RS950000-id-93959567/,-8.505941,-35.00131,Porto de Galinhas
"Apartamento na Unnamed Road, 20, Porto de Galinhas em Ipojuca, por R$ 615.000 - Viva Real",R$ 615.000,,,73,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-73m2-venda-RS615000-id-94705582/,-8.455829,-34.986308,Porto de Galinhas
"Apartamento na Unnamed Road, 20, Porto de Galinhas em Ipojuca, por R$ 615.000 - Viva Real",R$ 615.000,,,73,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-73m2-venda-RS615000-id-94445667/,-8.455829,-34.986308,Porto de Galinhas
"Apartamento 79 m² na Porto de Galinhas em Ipojuca, por R$ 950.000 - Viva Real",R$ 950.000,,,79,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-79m2-venda-RS950000-id-93959244/,-8.505941,-35.00131,Porto de Galinhas
"Apartamento 68 m² na Porto de Galinhas em Ipojuca, por R$ 387.600 - Viva Real",R$ 387.600,,,68,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-68m2-venda-RS387600-id-94436934/,-8.477696,-34.998721,Porto de Galinhas
